,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
  Flat data For IT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"    Generated by Jayesh K on Sep 1, 2025 10:42 AM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
    Record Count : 1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat Master Name,Agreement Charges (Record Currency),Agreement Charges,Available Date for Next Booking,Balcony Type,Block Name,Booking2Contarct days,Built-up Area (Sq. Ft.),Caretaker Master,Catalogue Price last updated date,CIR Tracker,Cluster Name,Created By,Created Time,Currency,Current Move-In Date,Current Check-Out Date,Current Tenant ID,Electricity Meter Number,Email Opt Out,Exchange Rate,Flat Available to Rent Status,Flat Booking Hold Status,Flat Category,Flat Facing,Flat Iframe Embed for Virtual Tour,Flat Mailing City,Flat Mailing Country,Flat Mailing State,Flat Mailing Street,Flat Mailing Zip,Flat Master Owner,Flat Next Booking Status,Flat Occupancy Status,Flat Rent Next Start Date,Flat Security Deposit (Record Currency),Flat Security Deposit,Flat Type,Flat Video,Flat_Number,Flats Unique ID,Flats Unique ID,Floor Number,Garbage charges (Record Currency),Garbage charges,Inside the Flat,Inventory Trackers,Landlord Mailing City,Landlord Mailing Country,Landlord Mailing State,Landlord Mailing Street,Landlord Mailing Zip,Landlord Name,Last Activity Time,Last Activity Time,Website_Flat_URL,Validatortag,Update Status,Unsubscribed Time,Unsubscribed Mode,Terms & Conditions,Tag,Super Built-up Area (Sq. Ft.),Sample Contract Link,Reserved Car Parking Available,Renewal rate,Record Id,Property Unique ID,Property Onboarded Date,Property Master,Prepaid Move-Out Charge,Prepaid Move-Out Charge (Record Currency),Parking Queue,No Of Bathrooms,Next Move-In Date,Next Booking ID,Monthly Rent,Long Description,Max Occupants,Meta Title,Modified By,Monthly Maintenance,Monthly Rent (Record Currency),Meta Description,Modified Time,Monthly Maintenance (Record Currency),Wifi ID,Wifi Password
K20B410,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B410 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B410,K20B410,K20B410,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751318,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B410,
K20B409,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B409 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B409,K20B409,K20B409,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751317,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B409,
K20B408,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,"Aug 14, 2025",,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B408 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B408,K20B408,K20B408,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 14, 2025 12:03 PM","Aug 14, 2025 12:03 PM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751316,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 14, 2025 12:03 PM","₹ 2,500.00",K20B408,
K20B407,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B407 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B407,K20B407,K20B407,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751315,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B407,
K20B406,₹ 500.00,₹ 500.00,,With Balcony - No Road,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,North,,Bengaluru,India,Karnataka,"Kots Vingt, B406 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B406,K20B406,K20B406,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751314,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B406,
K20B405,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B405 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 45,600.00","₹ 45,600.00",Studio,,B405,K20B405,K20B405,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751313,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 22,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 22,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B405,
K20B404,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B404 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B404,K20B404,K20B404,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751312,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B404,
K20B403,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B403 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B403,K20B403,K20B403,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751311,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B403,
K20B402,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B402 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 47,600.00","₹ 47,600.00",Studio,,B402,K20B402,K20B402,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751310,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 23,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 23,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B402,
K20B401,₹ 500.00,₹ 500.00,,Balcony - Road facing,B,30,220 Square Feet,,,,Hennur/Mahadevpura,Jayesh K,"Aug 11, 2025 01:17 PM",INR,,,,,FALSE,1,Yes,Free,Fully Furnished AC,South,,Bengaluru,India,Karnataka,"Kots Vingt, B401 , #14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Jayesh K,Booked,Occupied,,"₹ 49,600.00","₹ 49,600.00",Studio,,B401,K20B401,K20B401,,₹ 250.00,₹ 250.00,,,Bengaluru,India,Karnataka,"#14/2, Site No 3 & 4, Behind Fern City, Doddanekkundi, K.R. Puram Hobli.",560037,Srinivasulu N,"Aug 12, 2025 08:24 AM","Aug 12, 2025 08:24 AM",,Management has blocked it; update is still pending on the website.,,,,,,,,No,,zcrm_459215000039751309,K20,"Apr 26, 2025",KOTS VINGT,"₹ 14,500.00","₹ 14,500.00",FALSE,,,,"₹ 24,800.00",,2 Adults & 1 Child,,Jayesh K,"₹ 2,500.00","₹ 24,800.00",,"Aug 12, 2025 08:24 AM","₹ 2,500.00",K20B401,
