Date,campaign_id,Source,action_type (whatsapp / phone_call / paidlead_form),page_url,Bookings,IP ADRESS,FLAT VIEW,Time Stamp
2025-12-30,G011,GOOGLE,,landing,No,223.186.47.112/32,,2025-12-30 06:36:30
2025-12-30,G007,GOOGLE,,property-detail,No,152.57.47.40/32,,2025-12-30 06:36:30
2025-12-30,G010,GOOGLE,,flats-for-rent,No,106.216.166.105/32,,2025-12-30 06:36:26
2025-12-30,G010,GOOGLE,,flats-for-rent,No,49.205.32.85/32,,2025-12-30 06:35:57
2025-12-30,G012,GOOGLE,,landing,No,223.237.164.235/32,,2025-12-30 06:35:21
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.125.186/32,,2025-12-30 06:35:11
2025-12-30,G012,GOOGLE,,landing,No,27.59.40.247/32,,2025-12-30 06:34:52
2025-12-30,G003,GOOGLE,,flats-for-rent,No,47.11.111.228/32,,2025-12-30 06:34:44
2025-12-30,G012,GOOGLE,,property-detail,No,157.35.3.11/32,,2025-12-30 06:34:34
2025-12-30,22155885596,GOOGLE,,landing,No,106.208.116.33/32,,2025-12-30 06:33:34
2025-12-30,G011,GOOGLE,,property-detail,No,223.186.125.40/32,,2025-12-30 06:32:47
2025-12-30,G012,GOOGLE,,landing,No,106.206.36.31/32,,2025-12-30 06:32:35
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.31.17/32,,2025-12-30 06:32:22
2025-12-30,G010,GOOGLE,,landing,No,122.172.84.188/32,,2025-12-30 06:32:21
2025-12-30,G012,GOOGLE,,property-detail,No,106.206.123.116/32,,2025-12-30 06:32:15
2025-12-30,G011,GOOGLE,,landing,No,106.216.173.130/32,,2025-12-30 06:31:52
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.23.93/32,,2025-12-30 06:31:35
2025-12-30,G012,GOOGLE,,landing,No,152.57.115.164/32,,2025-12-30 06:31:13
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.4.188/32,,2025-12-30 06:30:30
2025-12-30,23376292240,GOOGLE,,property-detail,No,152.59.36.101/32,,2025-12-30 06:29:37
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.60.79/32,,2025-12-30 06:29:24
2025-12-30,G008,GOOGLE,,landing,No,205.254.163.137/32,,2025-12-30 06:29:12
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.53.235/32,,2025-12-30 06:28:50
2025-12-30,G011,GOOGLE,,property-detail,No,223.186.30.7/32,,2025-12-30 06:28:42
2025-12-30,22155885596,GOOGLE,,landing,No,223.186.63.35/32,,2025-12-30 06:28:30
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.30.68/32,,2025-12-30 06:27:46
2025-12-30,G012,GOOGLE,,property-detail,No,152.57.103.107/32,,2025-12-30 06:27:37
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.63.213/32,,2025-12-30 06:27:20
2025-12-30,G010,GOOGLE,,landing,No,223.181.117.140/32,,2025-12-30 06:26:52
2025-12-30,G007,GOOGLE,whatsapp,whatsapp_click,No,157.38.3.202/32,,2025-12-30 06:26:25
2025-12-30,G011,GOOGLE,,property-detail,No,223.186.38.151/32,,2025-12-30 06:26:04
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.71.111/32,,2025-12-30 06:25:34
2025-12-30,G010,GOOGLE,,landing,No,49.37.251.40/32,,2025-12-30 06:25:14
2025-12-30,G012,GOOGLE,,landing,No,106.79.197.90/32,,2025-12-30 06:24:52
2025-12-30,G010,GOOGLE,,landing,No,122.172.84.103/32,,2025-12-30 06:24:47
2025-12-30,G009,GOOGLE,,landing,No,27.59.48.122/32,,2025-12-30 06:24:23
2025-12-30,G011,GOOGLE,,landing,No,106.79.206.214/32,,2025-12-30 06:24:10
2025-12-30,G012,GOOGLE,,landing,No,150.129.88.145/32,,2025-12-30 06:24:03
2025-12-30,G011,GOOGLE,,flats-for-rent,No,223.186.124.22/32,,2025-12-30 06:23:32
2025-12-30,G008,GOOGLE,,home,No,223.186.21.34/32,,2025-12-30 06:22:46
2025-12-30,G009,GOOGLE,,landing,No,49.37.176.154/32,,2025-12-30 06:22:35
2025-12-30,G008,GOOGLE,,landing,No,223.186.74.122/32,,2025-12-30 06:22:04
2025-12-30,22155885596,GOOGLE,,landing,No,106.196.22.219/32,,2025-12-30 06:21:48
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.13.64/32,,2025-12-30 06:21:25
2025-12-30,G009,GOOGLE,,landing,No,157.49.106.128/32,,2025-12-30 06:21:20
2025-12-30,G012,GOOGLE,,landing,No,106.192.239.129/32,,2025-12-30 06:21:15
2025-12-30,G012,GOOGLE,,landing,No,223.186.62.193/32,,2025-12-30 06:21:12
2025-12-30,G007,GOOGLE,whatsapp,whatsapp_click,No,106.219.211.81/32,,2025-12-30 06:21:10
2025-12-30,G009,GOOGLE,,home,No,152.57.39.180/32,,2025-12-30 06:20:38
2025-12-30,G011,GOOGLE,,landing,No,49.43.242.196/32,,2025-12-30 06:20:12
2025-12-30,G012,GOOGLE,,property-detail,No,49.37.240.232/32,,2025-12-30 06:20:02
2025-12-30,G011,GOOGLE,,landing,No,49.207.58.161/32,,2025-12-30 06:19:48
2025-12-30,G012,GOOGLE,,landing,No,106.216.160.2/32,,2025-12-30 06:19:45
2025-12-30,G010,GOOGLE,,flats-for-rent,No,152.57.35.115/32,,2025-12-30 06:19:38
2025-12-30,G012,GOOGLE,,flats-for-rent,No,49.15.187.245/32,,2025-12-30 06:17:59
2025-12-30,G009,GOOGLE,,landing,No,49.207.226.20/32,,2025-12-30 06:17:40
2025-12-30,G009,GOOGLE,,property-detail,No,171.48.97.56/32,,2025-12-30 06:17:22
2025-12-30,G012,GOOGLE,,flats-for-rent,No,152.57.139.251/32,,2025-12-30 06:17:13
2025-12-30,G007,GOOGLE,,home,No,223.233.49.71/32,,2025-12-30 06:16:45
2025-12-30,G010,GOOGLE,,flats-for-rent,No,106.216.162.52/32,,2025-12-30 06:16:42
2025-12-30,G012,GOOGLE,,landing,No,152.57.24.231/32,,2025-12-30 06:16:23
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.110.151/32,,2025-12-30 06:15:42
2025-12-30,G011,GOOGLE,,landing,No,49.206.128.124/32,,2025-12-30 06:15:40
2025-12-30,G012,GOOGLE,,flats-for-rent,No,152.57.13.69/32,,2025-12-30 06:15:30
2025-12-30,G012,GOOGLE,,property-detail,No,106.216.168.104/32,,2025-12-30 06:15:08
2025-12-30,G009,GOOGLE,,landing,No,106.216.224.89/32,,2025-12-30 06:14:46
2025-12-30,G011,GOOGLE,,flats-for-rent,No,106.206.36.144/32,,2025-12-30 06:14:32
2025-12-30,G012,GOOGLE,,property-detail,No,163.223.165.245/32,,2025-12-30 06:14:17
2025-12-30,G010,GOOGLE,,flats-for-rent,No,223.186.30.221/32,,2025-12-30 06:13:28
2025-12-30,G012,GOOGLE,,property-detail,No,27.63.245.134/32,,2025-12-30 06:13:26
2025-12-30,G012,GOOGLE,,property-detail,No,49.206.131.139/32,,2025-12-30 06:13:10
2025-12-30,G010,GOOGLE,,landing,No,223.186.6.244/32,,2025-12-30 06:12:55
2025-12-30,G012,GOOGLE,,property-detail,No,223.185.130.166/32,,2025-12-30 06:12:45
2025-12-30,G007,GOOGLE,,property-detail,No,152.57.37.56/32,,2025-12-30 06:12:28
2025-12-30,G010,GOOGLE,,landing,No,223.186.95.250/32,,2025-12-30 06:12:03
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.108.106/32,,2025-12-30 06:11:59
2025-12-30,G012,GOOGLE,,property-detail,No,106.216.174.188/32,,2025-12-30 06:11:47
2025-12-30,G011,GOOGLE,,landing,No,223.186.55.214/32,,2025-12-30 06:10:32
2025-12-30,G010,GOOGLE,,property-detail,No,49.207.193.93/32,,2025-12-30 06:10:32
2025-12-30,G012,GOOGLE,,landing,No,106.192.233.187/32,,2025-12-30 06:10:01
2025-12-30,G007,GOOGLE,,flats-for-rent,No,152.59.32.102/32,,2025-12-30 06:09:44
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.60.204/32,,2025-12-30 06:09:13
2025-12-30,G012,GOOGLE,,property-detail,No,106.221.192.71/32,,2025-12-30 06:09:13
2025-12-30,G012,GOOGLE,,landing,No,106.206.38.47/32,,2025-12-30 06:08:49
2025-12-30,G012,GOOGLE,,landing,No,152.57.141.124/32,,2025-12-30 06:08:21
2025-12-30,G008,GOOGLE,,landing,No,1.39.139.64/32,,2025-12-30 06:08:20
2025-12-30,G011,GOOGLE,,property-detail,No,223.186.70.223/32,,2025-12-30 06:08:18
2025-12-30,G012,GOOGLE,,flats-for-rent,No,27.61.47.35/32,,2025-12-30 06:08:01
2025-12-30,22155885596,GOOGLE,,landing,No,223.186.117.81/32,,2025-12-30 06:07:57
2025-12-30,G007,GOOGLE,,home,No,157.50.106.112/32,,2025-12-30 06:07:43
2025-12-30,G012,GOOGLE,,flats-for-rent,No,49.15.187.233/32,,2025-12-30 06:07:37
2025-12-30,G011,GOOGLE,,flats-for-rent,No,106.216.170.53/32,,2025-12-30 06:07:15
2025-12-30,22155885596,GOOGLE,,landing,No,157.50.170.215/32,,2025-12-30 06:07:08
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.84.237/32,,2025-12-30 06:06:21
2025-12-30,G008,GOOGLE,,landing,No,1.39.136.40/32,,2025-12-30 06:06:09
2025-12-30,G012,GOOGLE,,landing,No,49.207.213.6/32,,2025-12-30 06:05:43
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.14.81/32,,2025-12-30 06:05:43
2025-12-30,G012,GOOGLE,,home,No,157.35.1.57/32,,2025-12-30 06:05:35
2025-12-30,G011,GOOGLE,,landing,No,49.43.243.225/32,,2025-12-30 06:05:29
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.181.107.221/32,,2025-12-30 06:04:21
2025-12-30,G010,GOOGLE,,landing,No,122.171.20.154/32,,2025-12-30 06:04:19
2025-12-30,G012,GOOGLE,,property-detail,No,106.196.27.83/32,,2025-12-30 06:02:48
2025-12-30,G012,GOOGLE,,property-detail,No,49.43.240.172/32,,2025-12-30 06:02:12
2025-12-30,G012,GOOGLE,,landing,No,49.37.241.88/32,,2025-12-30 06:01:49
2025-12-30,G012,GOOGLE,,property-detail,No,106.196.19.245/32,,2025-12-30 06:01:24
2025-12-30,G013,GOOGLE,,landing,No,106.216.175.105/32,,2025-12-30 06:01:02
2025-12-30,G012,GOOGLE,,landing,No,223.186.249.50/32,,2025-12-30 06:00:22
2025-12-30,G012,GOOGLE,,flats-for-rent,No,49.207.225.132/32,,2025-12-30 06:00:16
2025-12-30,G008,GOOGLE,,landing,No,49.207.58.176/32,,2025-12-30 06:00:13
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.45.238/32,,2025-12-30 05:59:37
2025-12-30,22155885596,GOOGLE,,landing,No,152.57.97.101/32,,2025-12-30 05:59:29
2025-12-30,G011,GOOGLE,,landing,No,223.186.13.87/32,,2025-12-30 05:59:14
2025-12-30,G007,GOOGLE,,flats-for-rent,No,106.192.224.109/32,,2025-12-30 05:59:09
2025-12-30,G011,GOOGLE,,landing,No,115.99.167.69/32,,2025-12-30 05:58:37
2025-12-30,G010,GOOGLE,,flats-for-rent,No,223.186.61.2/32,,2025-12-30 05:57:36
2025-12-30,G012,GOOGLE,,landing,No,27.61.43.171/32,,2025-12-30 05:57:30
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.63.234/32,,2025-12-30 05:56:52
2025-12-30,G010,GOOGLE,,flats-for-rent,No,106.216.160.21/32,,2025-12-30 05:56:30
2025-12-30,G012,GOOGLE,,property-detail,No,106.216.175.252/32,,2025-12-30 05:56:18
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.116.207/32,,2025-12-30 05:55:42
2025-12-30,G012,GOOGLE,,landing,No,27.56.73.82/32,,2025-12-30 05:55:33
2025-12-30,G010,GOOGLE,,flats-for-rent,No,223.186.47.239/32,,2025-12-30 05:55:23
2025-12-30,G011,GOOGLE,,landing,No,106.221.203.118/32,,2025-12-30 05:55:17
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.79.238/32,,2025-12-30 05:55:13
2025-12-30,G011,GOOGLE,,landing,No,115.99.219.188/32,,2025-12-30 05:54:36
2025-12-30,G010,GOOGLE,,landing,No,223.186.95.10/32,,2025-12-30 05:54:34
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.60.4/32,,2025-12-30 05:54:14
2025-12-30,G012,GOOGLE,,landing,No,49.207.195.241/32,,2025-12-30 05:53:59
2025-12-30,G012,GOOGLE,,flats-for-rent,No,106.206.38.158/32,,2025-12-30 05:53:45
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.84.174/32,,2025-12-30 05:53:38
2025-12-30,G011,GOOGLE,,landing,No,49.43.243.16/32,,2025-12-30 05:53:09
2025-12-30,G012,GOOGLE,,landing,No,106.208.185.246/32,,2025-12-30 05:52:51
2025-12-30,G007,GOOGLE,,home,No,5.195.173.136/32,,2025-12-30 05:52:27
2025-12-30,G007,GOOGLE,,home,No,175.106.40.68/32,,2025-12-30 05:52:25
2025-12-30,G012,GOOGLE,,property-detail,No,27.61.32.19/32,,2025-12-30 05:51:22
2025-12-30,G011,GOOGLE,,property-detail,No,106.216.173.80/32,,2025-12-30 05:51:12
2025-12-30,G011,GOOGLE,,landing,No,49.37.170.217/32,,2025-12-30 05:51:04
2025-12-30,G010,GOOGLE,,landing,No,223.186.52.211/32,,2025-12-30 05:50:32
2025-12-30,G008,GOOGLE,,landing,No,152.57.107.108/32,,2025-12-30 05:50:29
2025-12-30,G010,GOOGLE,,landing,No,223.186.79.180/32,,2025-12-30 05:50:19
2025-12-30,22155885596,GOOGLE,,landing,No,49.37.169.16/32,,2025-12-30 05:49:44
2025-12-30,G012,GOOGLE,,property-detail,No,152.57.16.71/32,,2025-12-30 05:49:07
2025-12-30,G007,GOOGLE,,home,No,117.96.130.114/32,,2025-12-30 05:48:52
2025-12-30,G010,GOOGLE,,landing,No,122.172.81.122/32,,2025-12-30 05:48:50
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.53.67/32,,2025-12-30 05:48:47
2025-12-30,G008,GOOGLE,,landing,No,106.217.118.96/32,,2025-12-30 05:48:23
2025-12-30,G008,GOOGLE,,landing,No,106.192.229.35/32,,2025-12-30 05:48:11
2025-12-30,G012,GOOGLE,,flats-for-rent,No,106.206.13.8/32,,2025-12-30 05:48:02
2025-12-30,G008,GOOGLE,,landing,No,223.186.63.145/32,,2025-12-30 05:47:37
2025-12-30,G010,GOOGLE,,landing,No,223.186.22.52/32,,2025-12-30 05:47:24
2025-12-30,G012,GOOGLE,,landing,No,106.216.224.52/32,,2025-12-30 05:47:21
2025-12-30,G010,GOOGLE,,property-detail,No,223.186.116.16/32,,2025-12-30 05:47:16
2025-12-30,G010,GOOGLE,,property-detail,No,27.4.77.198/32,,2025-12-30 05:47:00
2025-12-30,22155885596,GOOGLE,,landing,No,223.190.160.156/32,,2025-12-30 05:46:49
2025-12-30,G011,GOOGLE,,landing,No,171.76.80.238/32,,2025-12-30 05:46:40
2025-12-30,G012,GOOGLE,,landing,No,122.171.18.119/32,,2025-12-30 05:46:24
2025-12-30,G009,GOOGLE,,landing,No,115.99.157.220/32,,2025-12-30 05:45:38
2025-12-30,G010,GOOGLE,,flats-for-rent,No,223.186.22.146/32,,2025-12-30 05:45:14
2025-12-30,G012,GOOGLE,,property-detail,No,157.50.186.168/32,,2025-12-30 05:45:05
2025-12-30,G012,GOOGLE,,flats-for-rent,No,49.205.33.32/32,,2025-12-30 05:44:37
2025-12-30,G012,GOOGLE,,property-detail,No,152.57.135.123/32,,2025-12-30 05:43:53
2025-12-30,G010,GOOGLE,,property-detail,No,49.43.114.165/32,,2025-12-30 05:43:37
2025-12-30,G007,GOOGLE,whatsapp,whatsapp_click,No,152.56.138.241/32,,2025-12-30 05:43:36
2025-12-30,G012,GOOGLE,,property-detail,No,157.50.185.36/32,,2025-12-30 05:41:53
2025-12-30,G007,GOOGLE,,home,No,152.57.11.53/32,,2025-12-30 05:41:45
2025-12-30,G008,GOOGLE,,landing,No,115.99.158.168/32,,2025-12-30 05:40:46
2025-12-30,G007,GOOGLE,,home,No,47.15.217.160/32,,2025-12-30 05:40:35
2025-12-30,22155885596,GOOGLE,,landing,No,106.216.160.9/32,,2025-12-30 05:40:19
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.46.2/32,,2025-12-30 05:40:18
2025-12-30,G010,GOOGLE,,landing,No,223.237.174.202/32,,2025-12-30 05:40:10
2025-12-30,G007,GOOGLE,whatsapp,whatsapp_click,No,47.11.130.23/32,,2025-12-30 05:39:54
2025-12-30,G011,GOOGLE,,landing,No,152.57.104.150/32,,2025-12-30 05:39:29
2025-12-30,22155885596,GOOGLE,,landing,No,223.186.22.118/32,,2025-12-30 05:39:15
2025-12-30,G007,GOOGLE,,property-detail,No,106.222.202.55/32,,2025-12-30 05:38:58
2025-12-30,G012,GOOGLE,,landing,No,157.50.204.11/32,,2025-12-30 05:38:54
2025-12-30,G012,GOOGLE,,flats-for-rent,No,157.50.205.210/32,,2025-12-30 05:38:46
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.118.181/32,,2025-12-30 05:38:23
2025-12-30,G009,GOOGLE,,landing,No,101.0.62.36/32,,2025-12-30 05:38:05
2025-12-30,G010,GOOGLE,,landing,No,223.186.87.60/32,,2025-12-30 05:36:42
2025-12-30,G007,GOOGLE,,home,No,101.0.63.87/32,,2025-12-30 05:36:37
2025-12-30,22155885596,GOOGLE,,landing,No,106.216.174.151/32,,2025-12-30 05:36:32
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.6.51/32,,2025-12-30 05:36:23
2025-12-30,G012,GOOGLE,,flats-for-rent,No,223.186.5.83/32,,2025-12-30 05:35:51
2025-12-30,G012,GOOGLE,,landing,No,223.186.68.124/32,,2025-12-30 05:35:41
2025-12-30,G011,GOOGLE,,property-detail,No,223.186.71.227/32,,2025-12-30 05:35:24
2025-12-30,G012,GOOGLE,,flats-for-rent,No,106.193.65.8/32,,2025-12-30 05:35:11
2025-12-30,G010,GOOGLE,,landing,No,223.186.70.82/32,,2025-12-30 05:35:08
2025-12-30,G012,GOOGLE,,landing,No,171.76.83.44/32,,2025-12-30 05:33:59
2025-12-30,G012,GOOGLE,,landing,No,223.186.85.221/32,,2025-12-30 05:33:32
2025-12-30,G008,GOOGLE,,landing,No,223.185.132.73/32,,2025-12-30 05:32:45
2025-12-30,G012,GOOGLE,,flats-for-rent,No,106.196.24.239/32,,2025-12-30 05:32:11
2025-12-30,G012,GOOGLE,,property-detail,No,171.48.97.203/32,,2025-12-30 05:32:06
2025-12-30,G010,GOOGLE,,landing,No,103.16.69.195/32,,2025-12-30 05:32:05
2025-12-30,G008,GOOGLE,,landing,No,106.79.206.229/32,,2025-12-30 05:31:15
2025-12-30,G011,GOOGLE,,property-detail,No,106.216.174.252/32,,2025-12-30 05:30:58
2025-12-30,G012,GOOGLE,,landing,No,223.231.140.30/32,,2025-12-30 05:30:41
2025-12-30,G010,GOOGLE,,landing,No,49.207.48.164/32,,2025-12-30 05:30:29
2025-12-30,22145768154,GOOGLE,,home,No,106.192.235.49/32,,2025-12-30 05:29:56
2025-12-30,G007,GOOGLE,whatsapp,whatsapp_click,No,152.57.4.243/32,,2025-12-30 05:29:54
2025-12-30,G012,GOOGLE,,landing,No,152.57.100.184/32,,2025-12-30 05:29:46
2025-12-30,G012,GOOGLE,,flats-for-rent,No,122.171.20.43/32,,2025-12-30 05:29:30
2025-12-30,G011,GOOGLE,,landing,No,171.76.86.53/32,,2025-12-30 05:29:26
2025-12-30,G012,GOOGLE,,property-detail,No,223.186.126.87/32,,2025-12-30 05:29:16
2025-12-30,G012,GOOGLE,,property-detail,No,49.37.243.23/32,,2025-12-30 05:29:16
2025-12-30,G012,GOOGLE,,flats-for-rent,No,106.216.160.125/32,,2025-12-30 05:29:06
2025-12-30,G010,GOOGLE,,flats-for-rent,No,106.216.162.12/32,,2025-12-30 05:28:55
2025-12-30,G011,GOOGLE,,landing,No,106.222.202.75/32,,2025-12-30 05:28:34
